"created_at_utc","tariff_class","tariff_internal_name","status","taxi_status","vehicle_model","vehicle_color","vehicle_car_region","payment_cost","payment_currency_code","driver_call_model"
1595334889,"Комфорт","business","cancelled","driving","Kia Rio","белый",61,0,"RUB","no_call"
1595324627,"Комфорт","business","finished","complete","Hyundai Solaris","белый",61,179,"RUB","no_call"
1595323438,"Эконом","econom","finished","complete","Skoda Rapid","белый",61,74,"RUB","no_call"
1595323258,"Эконом","econom","cancelled","driving","Hyundai Solaris","чёрный",61,0,"RUB","no_call"
1595265231,"Эконом","econom","finished","complete","Volkswagen Polo","белый",61,303,"RUB","no_call"
1595238123,"Эконом","econom","finished","complete","Renault Fluence","белый",61,229,"RUB","no_call"
1595178884,"Комфорт","business","finished","complete","Mazda 6","фиолетовый",34,511,"RUB","no_call"
1595158561,"Эконом","econom","finished","complete","Renault Logan","белый",34,514,"RUB","no_call"
1595151701,"Эконом","econom","finished","complete","Volkswagen Polo","белый",34,361,"RUB","no_call"
1595081525,"Эконом","econom","cancelled","driving","LADA (ВАЗ) Granta","белый",34,0,"RUB","no_call"
1594984381,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","серый",34,100,"RUB","no_call"
1594908048,"Комфорт","business","finished","complete","Volkswagen Tiguan","серый",34,516,"RUB","no_call"
1594899196,"Комфорт","business","finished","complete","Kia Cee'd","белый",34,520,"RUB","no_call"
1594846044,"Эконом","econom","finished","complete","Datsun on-DO","серый",34,191,"RUB","no_call"
1594845894,"Комфорт","business","cancelled","driving","Volkswagen Polo","жёлтый",34,0,"RUB","no_call"
1594838200,"Комфорт","business","finished","complete","Volkswagen Polo","синий",34,124,"RUB","no_call"
1594748179,"Комфорт","business","finished","complete","Kia Rio","белый",99,565,"RUB","no_call"
1594733572,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","синий",34,470,"RUB","no_call"
1594633890,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,218,"RUB","no_call"
1594580367,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,520,"RUB","no_call"
1594554532,"Эконом","econom","finished","complete","Renault Logan","белый",30,126,"RUB","no_call"
1594544042,"Эконом","econom","finished","complete","Renault Logan","белый",30,191,"RUB","no_call"
1594492560,"Эконом","econom","finished","complete","Kia Rio","серый",30,230,"RUB","no_call"
1594471503,"Эконом","econom","finished","complete","Renault Logan","бежевый",30,200,"RUB","no_call"
1594415723,"Комфорт","business","finished","complete","Volkswagen Polo","белый",30,194,"RUB","no_call"
1594411738,"Эконом","econom","finished","complete","Nissan Almera Classic","бежевый",30,182,"RUB","no_call"
1594407705,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","серый",30,138,"RUB","no_call"
1594385065,"Эконом","econom","finished","complete","Daewoo Gentra","чёрный",34,99,"RUB","no_call"
1594378722,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,474,"RUB","no_call"
1594317084,"Эконом","econom","finished","complete","Datsun on-DO","серый",34,51,"RUB","no_call"
1594294368,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,53,"RUB","no_call"
1594251451,"Комфорт","business","finished","complete","Renault Logan","белый",34,546,"RUB","no_call"
1594237076,"Эконом","econom","finished","complete","Renault Logan","белый",34,416,"RUB","no_call"
1594235228,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","чёрный",34,111,"RUB","no_call"
1594226796,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",34,51,"RUB","no_call"
1594212226,"Эконом","econom","finished","complete","Datsun on-DO","коричневый",47,92,"RUB","no_call"
1594161868,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,54,"RUB","no_call"
1594123313,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",61,1406,"RUB","no_call"
1593971607,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",99,273,"RUB","no_call"
1593971561,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",1,0,"RUB","no_call"
1593971390,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",9,0,"RUB","no_call"
1593971133,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1593520018,"Комфорт","business","finished","complete","Kia Cee'd","жёлтый",77,251,"RUB","no_call"
1593426595,"Комфорт","business","finished","complete","Kia Optima","белый",50,251,"RUB","no_call"
1593426562,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1593380316,"Комфорт","business","finished","complete","Skoda Octavia","белый",50,335,"RUB","no_call"
1593380170,"Комфорт","business","cancelled","driving","Toyota Camry","белый",99,0,"RUB","no_call"
1593359518,"Комфорт","business","finished","complete","Kia Optima","белый",50,752,"RUB","no_call"
1593357397,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",98,331,"RUB","no_call"
1593225618,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1593225473,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",97,0,"RUB","no_call"
1593208870,"Эконом","econom","finished","complete","Datsun on-DO","серый",34,657,"RUB","no_call"
1593196756,"Комфорт","business","finished","complete","Chevrolet Orlando","белый",47,456,"RUB","no_call"
1593186732,"Комфорт","business","finished","complete","Volkswagen Polo","белый",77,539,"RUB","no_call"
1593186681,"Комфорт","business","cancelled","driving","LADA (ВАЗ) Vesta","белый",34,0,"RUB","no_call"
1593186395,"Комфорт","business","cancelled","waiting","Renault Logan","белый",34,99,"RUB","no_call"
1593186051,"Комфорт","business","cancelled","driving","LADA (ВАЗ) Vesta","коричневый",34,0,"RUB","no_call"
1593069943,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,119,"RUB","no_call"
1592999000,"Эконом","econom","finished","complete","LADA (ВАЗ) Largus","серый",34,82,"RUB","no_call"
1592776442,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,153,"RUB","no_call"
1592770735,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,89,"RUB","no_call"
1592768202,"Эконом","econom","finished","complete","Kia Rio","белый",34,62,"RUB","no_call"
1592751069,"Комфорт","business","finished","complete","Kia Rio","чёрный",34,99,"RUB","no_call"
1592471212,"Комфорт","business","finished","complete","Volkswagen Tiguan","синий",34,726,"RUB","no_call"
1592462195,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,639,"RUB","no_call"
1592333251,"Комфорт","business","finished","complete","Renault Logan","белый",34,153,"RUB","no_call"
1591894968,"Комфорт","business","finished","complete","Kia Rio","белый",34,702,"RUB","no_call"
1591894867,"Комфорт","business","cancelled","driving","Nissan Terrano","белый",34,0,"RUB","no_call"
1591886697,"Комфорт","business","finished","complete","Kia Rio","серый",34,642,"RUB","no_call"
1591724611,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,552,"RUB","no_call"
1591724443,"Эконом","econom","cancelled","driving","Renault Logan","белый",30,0,"RUB","no_call"
1591721727,"Комфорт","business","cancelled","driving","Nissan Teana","серый",34,0,"RUB","no_call"
1591704710,"Комфорт","business","finished","complete","Renault Logan","белый",34,464,"RUB","no_call"
1591198827,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,161,"RUB","no_call"
1590497052,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,109,"RUB","no_call"
1590490898,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,96,"RUB","no_call"
1590147083,"Комфорт","business","finished","complete","Hyundai i30","чёрный",34,283,"RUB","no_call"
1590142906,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,117,"RUB","no_call"
1589303481,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,125,"RUB","no_call"
1589301682,"Комфорт","business","finished","complete","Renault Logan","белый",34,197,"RUB","no_call"
1589300828,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,204,"RUB","no_call"
1589298419,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,196,"RUB","no_call"
1589297436,"Комфорт","business","finished","complete","Hyundai ix35","чёрный",34,165,"RUB","no_call"
1587627966,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",77,922,"RUB","no_call"
1587493791,"Комфорт","business","finished","complete","Skoda Octavia","белый",50,1223,"RUB","no_call"
1587479624,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","чёрный",34,641,"RUB","no_call"
1587479189,"Комфорт","business","finished","complete","Renault Logan","белый",34,117,"RUB","no_call"
1587477920,"Эконом","econom","finished","complete","Skoda Rapid","белый",34,59,"RUB","no_call"
1587457604,"Эконом","econom","finished","complete","Chevrolet Aveo","серый",34,82,"RUB","no_call"
1587412291,"Эконом","econom","cancelled","driving","Datsun on-DO","белый",34,0,"RUB","no_call"
1587412193,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,203,"RUB","no_call"
1587071786,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,161,"RUB","no_call"
1587062584,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,246,"RUB","no_call"
1586534637,"Эконом","econom","cancelled","waiting","Renault Logan","белый",34,49,"RUB","no_call"
1586534526,"Эконом","econom","cancelled","driving","Renault Logan","белый",34,0,"RUB","no_call"
1585563678,"Эконом","econom","finished","complete","Renault Logan","белый",34,143,"RUB","no_call"
1585560613,"Эконом","econom","finished","complete","Renault Logan","серый",34,142,"RUB","no_call"
1585502418,"Эконом","econom","finished","complete","LADA (ВАЗ) 2115","серый",34,49,"RUB","no_call"
1585501303,"Эконом","econom","finished","complete","LADA (ВАЗ) Kalina","серый",34,61,"RUB","no_call"
1585501171,"Эконом","econom","cancelled","driving","Skoda Rapid","белый",34,0,"RUB","no_call"
1585499652,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,77,"RUB","no_call"
1585466359,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,130,"RUB","no_call"
1585414508,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","чёрный",34,122,"RUB","no_call"
1620372863,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,535.45,"RUB","no_call"
1620372566,"Эконом","econom","cancelled","driving","LADA (ВАЗ) Granta","белый",34,0,"RUB","no_call"
1620295885,"Доставка","express","finished","complete","Volkswagen Polo","жёлтый",34,493.4,"RUB","no_call"
1620238853,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","чёрный",34,125.7,"RUB","no_call"
1620229567,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,83.65,"RUB","no_call"
1620200569,"Эконом","econom","cancelled","waiting","LADA (ВАЗ) Granta","белый",34,49,"RUB","no_call"
1620138732,"Эконом","econom","finished","complete","Volkswagen Polo","белый",34,440.55,"RUB","no_call"
1620128694,"Эконом","econom","finished","complete","Renault Logan","синий",34,62.6,"RUB","no_call"
1620120026,"Эконом","econom","finished","complete","Kia Rio","синий",34,430.25,"RUB","no_call"
1620070097,"Эконом","econom","finished","complete","Ford C-MAX","серый",34,190,"RUB","no_call"
1620062935,"Комфорт","business","finished","complete","Audi A6","чёрный",34,190,"RUB","no_call"
1620061365,"Эконом","econom","cancelled","driving","Hyundai Solaris","белый",34,0,"RUB","no_call"
1620061144,"Эконом","econom","cancelled","driving","LADA (ВАЗ) Kalina","белый",34,0,"RUB","no_call"
1619884042,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,390,"RUB","no_call"
1619875459,"Эконом","econom","finished","complete","LADA (ВАЗ) Vesta","белый",34,380,"RUB","no_call"
1619866933,"Эконом","econom","finished","complete","Renault Logan","белый",34,94.35,"RUB","no_call"
1619810481,"Эконом","econom","finished","complete","Kia Spectra","чёрный",34,104.75,"RUB","no_call"
1619802603,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","серый",34,136.4,"RUB","no_call"
1619797096,"Эконом","econom","finished","complete","Volkswagen Polo","серый",34,830,"RUB","no_call"
1619794951,"Эконом","econom","finished","complete","Ford Focus","коричневый",34,188.85,"RUB","no_call"
1585235673,"Комфорт","business","finished","complete","Renault Logan","белый",34,141,"RUB","no_call"
1585204173,"Комфорт","business","finished","complete","Hyundai Solaris","серый",34,132,"RUB","no_call"
1585146774,"Комфорт","business","finished","complete","Volkswagen Polo","жёлтый",34,152,"RUB","no_call"
1585041401,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,109,"RUB","no_call"
1585040466,"Комфорт","business","finished","cancelled","LADA (ВАЗ) Vesta","белый",34,134,"RUB","no_call"
1585034517,"Комфорт","business","finished","complete","Renault Logan","белый",34,152,"RUB","no_call"
1584983164,"Комфорт","business","finished","complete","Peugeot 508","чёрный",34,142,"RUB","no_call"
1584918993,"Эконом","econom","finished","complete","Nissan Almera","белый",30,96,"RUB","no_call"
1584901804,"Комфорт","business","finished","complete","Kia Cee'd","серый",34,186,"RUB","no_call"
1584901037,"Комфорт","business","finished","complete","Volkswagen Polo","белый",34,193,"RUB","no_call"
1584900551,"Комфорт","business","cancelled","driving","LADA (ВАЗ) Vesta","белый",34,0,"RUB","no_call"
1584822257,"Эконом","econom","finished","complete","Hyundai Accent","серый",34,54,"RUB","no_call"
1584808394,"Комфорт","business","finished","complete","Hyundai Solaris","белый",34,914,"RUB","no_call"
1584807962,"Комфорт","business","cancelled","driving","Renault Logan","белый",34,0,"RUB","no_call"
1584793075,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,1447,"RUB","no_call"
1584449831,"Эконом","econom","finished","complete","Skoda Octavia","белый",50,160,"RUB","no_call"
1584389803,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1584389467,"Комфорт","business","finished","complete","Kia Cee'd","жёлтый",50,1345,"RUB","no_call"
1584372438,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,891,"RUB","no_call"
1584368461,"Комфорт","business","finished","complete","Skoda Octavia","белый",62,687,"RUB","no_call"
1584302709,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",50,266,"RUB","no_call"
1584201961,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",97,289,"RUB","no_call"
1584199359,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1584182721,"Комфорт","business","finished","complete","Kia Optima","жёлтый",99,357,"RUB","no_call"
1584133032,"Комфорт","business","cancelled","driving","Toyota Camry","жёлтый",99,0,"RUB","no_call"
1584127577,"Комфорт","business","finished","complete","Kia Optima","белый",50,797,"RUB","no_call"
1584116514,"Комфорт","business","finished","complete","Hyundai Sonata","белый",50,358,"RUB","no_call"
1584046054,"Комфорт","business","finished","complete","Hyundai Sonata","белый",99,320,"RUB","no_call"
1583945443,"Эконом","econom","finished","complete","Hyundai Solaris","белый",99,157,"RUB","no_call"
1583865973,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",72,204,"RUB","no_call"
1583694340,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,551,"RUB","no_call"
1583675057,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,856,"RUB","no_call"
1583674534,"Комфорт","business","cancelled","waiting","Kia Optima","белый",99,217,"RUB","no_call"
1583561443,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,588,"RUB","no_call"
1583525514,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,304,"RUB","no_call"
1583434193,"Комфорт","business","cancelled","driving","Kia Optima","белый",99,0,"RUB","no_call"
1583434144,"Эконом","econom","finished","complete","Kia Rio","жёлтый",77,164,"RUB","no_call"
1583434049,"Эконом","econom","cancelled","driving","Hyundai Solaris","белый",77,0,"RUB","no_call"
1583255071,"Эконом","econom","finished","complete","Hyundai Solaris","жёлтый",77,135,"RUB","no_call"
1583255023,"Эконом","econom","cancelled","driving","Kia Rio","жёлтый",55,0,"RUB","no_call"
1583255003,"Комфорт","business","cancelled","driving","Hyundai Sonata","жёлтый",77,0,"RUB","no_call"
1583079668,"Эконом","econom","finished","complete","Nissan Almera","жёлтый",77,200,"RUB","no_call"
1582945027,"Эконом","econom","cancelled","driving","Nissan Almera","жёлтый",77,0,"RUB","no_call"
1582929569,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,681,"RUB","no_call"
1582924918,"Комфорт","business","finished","complete","LADA (ВАЗ) Vesta","белый",34,268,"RUB","no_call"
1582904622,"Комфорт","business","finished","complete","Hyundai Solaris","серый",34,190,"RUB","no_call"
1582876975,"Эконом","econom","finished","complete","Kia Rio","чёрный",34,75,"RUB","no_call"
1582838300,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,116,"RUB","no_call"
1582750933,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,69,"RUB","no_call"
1582661200,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,76,"RUB","no_call"
1582488790,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,119,"RUB","no_call"
1582409881,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,74,"RUB","no_call"
1582409827,"Эконом","econom","cancelled","driving","LADA (ВАЗ) Granta","белый",34,0,"RUB","no_call"
1582334735,"Комфорт","business","finished","complete","Renault Logan","белый",34,882,"RUB","no_call"
1582319010,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,1664,"RUB","no_call"
1582311478,"Эконом","econom","finished","complete","Kia Rio","жёлтый",99,160,"RUB","no_call"
1582217766,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",61,225,"RUB","no_call"
1582043930,"Эконом","econom","finished","complete","Kia Cee'd","белый",50,164,"RUB","no_call"
1581958060,"Эконом","econom","finished","complete","Hyundai Solaris","белый",99,195,"RUB","no_call"
1581957972,"Эконом","econom","cancelled","driving","Volkswagen Polo","белый",50,0,"RUB","no_call"
1581884704,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,225,"RUB","no_call"
1581847809,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,481,"RUB","no_call"
1581797573,"Комфорт","business","finished","complete","Hyundai Elantra","белый",99,196,"RUB","no_call"
1581699910,"Комфорт","business","finished","complete","Kia Optima","белый",50,257,"RUB","no_call"
1581699824,"Эконом","econom","cancelled","driving","Hyundai Solaris","жёлтый",77,0,"RUB","no_call"
1581612663,"Эконом","econom","finished","complete","Hyundai Solaris","белый",99,164,"RUB","no_call"
1581440773,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1581440517,"Эконом","econom","cancelled","driving","Hyundai Solaris","белый",77,0,"RUB","no_call"
1581269343,"Эконом","econom","finished","complete","Volkswagen Polo","жёлтый",77,187,"RUB","no_call"
1581262581,"Эконом","econom","finished","complete","Kia Rio","жёлтый",77,217,"RUB","no_call"
1581191402,"Комфорт","business","finished","complete","Kia Optima","белый",69,224,"RUB","no_call"
1581112579,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,434,"RUB","no_call"
1581107647,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",99,180,"RUB","no_call"
1581095289,"Эконом","econom","finished","complete","Nissan Almera","белый",99,217,"RUB","no_call"
1581092567,"Комфорт","business","finished","complete","Toyota Camry","жёлтый",99,225,"RUB","no_call"
1581025575,"Эконом","econom","finished","complete","Hyundai Solaris","жёлтый",77,162,"RUB","no_call"
1580934672,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,219,"RUB","no_call"
1580925027,"Комфорт","business","finished","complete","Toyota Camry","жёлтый",77,345,"RUB","no_call"
1580852597,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,322,"RUB","no_call"
1580751010,"Эконом","econom","finished","complete","Kia Rio","белый",99,192,"RUB","no_call"
1580748255,"Эконом","econom","finished","complete","Hyundai Solaris","белый",99,154,"RUB","no_call"
1580678905,"Комфорт","business","finished","complete","Kia Optima","белый",50,414,"RUB","no_call"
1580677553,"Комфорт","business","cancelled","waiting","Kia Optima","белый",50,180,"RUB","no_call"
1580677148,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1580659088,"Комфорт","business","finished","complete","Hyundai Elantra","жёлтый",99,263,"RUB","no_call"
1580657397,"Эконом","econom","cancelled","driving","Kia Rio","жёлтый",77,0,"RUB","no_call"
1580657357,"Комфорт","business","cancelled","driving","Kia Optima","белый",50,0,"RUB","no_call"
1580651277,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",99,0,"RUB","no_call"
1580650396,"Комфорт","business","finished","complete","Kia Optima","жёлтый",99,858,"RUB","no_call"
1580591754,"Комфорт","business","finished","complete","Hyundai Sonata","белый",50,223,"RUB","no_call"
1580567338,"Эконом","econom","finished","complete","Hyundai Solaris","жёлтый",77,444,"RUB","no_call"
1580564666,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,372,"RUB","no_call"
1580506612,"Комфорт","business","finished","complete","Hyundai Sonata","жёлтый",77,225,"RUB","no_call"
1580329892,"Эконом","econom","cancelled","driving","Hyundai Solaris","белый",50,0,"RUB","no_call"
1580239093,"Эконом","econom","finished","complete","Skoda Superb","жёлтый",99,274,"RUB","no_call"
1580069885,"Эконом","econom","finished","complete","Chevrolet Cruze","белый",90,162,"RUB","no_call"
1579975970,"Эконом","econom","finished","complete","Volkswagen Polo","белый",77,196,"RUB","no_call"
1579945410,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,649,"RUB","no_call"
1579939178,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,956,"RUB","no_call"
1579888131,"Комфорт","business","finished","complete","Kia Optima","белый",99,820,"RUB","no_call"
1579886785,"Эконом","econom","finished","complete","Hyundai Solaris","жёлтый",99,226,"RUB","no_call"
1579809980,"Эконом","econom","finished","complete","Volkswagen Polo","жёлтый",77,160,"RUB","no_call"
1579809767,"Эконом","econom","cancelled","driving","Hyundai Solaris","жёлтый",77,0,"RUB","no_call"
1579455388,"Эконом","econom","finished","complete","Kia Rio","жёлтый",99,162,"RUB","no_call"
1579446681,"Эконом","econom","finished","complete","Volkswagen Polo","жёлтый",77,156,"RUB","no_call"
1579446611,"Комфорт","business","cancelled","driving","Hyundai Sonata","жёлтый",77,0,"RUB","no_call"
1578744887,"Эконом","econom","finished","complete","Kia Cee'd","жёлтый",71,542,"RUB","no_call"
1578595697,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,237,"RUB","no_call"
1578486696,"Эконом","econom","finished","complete","Volkswagen Polo","жёлтый",77,694,"RUB","no_call"
1578484346,"Эконом","econom","finished","complete","Hyundai Solaris","белый",50,461,"RUB","no_call"
1578429663,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",50,1584,"RUB","no_call"
1578408428,"Эконом","econom","finished","complete","Opel Astra","серый",34,664,"RUB","no_call"
1577969852,"Эконом","econom","finished","complete","Datsun on-DO","чёрный",34,121,"RUB","no_call"
1577902065,"Эконом","econom","finished","complete","Hyundai Solaris","белый",34,283,"RUB","no_call"
1577889638,"Эконом","econom","finished","complete","Datsun on-DO","белый",34,120,"RUB","no_call"
1577496616,"Эконом","econom","finished","complete","LADA (ВАЗ) Granta","белый",34,753,"RUB","no_call"
1577476604,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,1430,"RUB","no_call"
1577386347,"Комфорт","business","finished","complete","Hyundai Elantra","жёлтый",77,240,"RUB","no_call"
1577296440,"Эконом","econom","finished","complete","Volkswagen Polo","белый",50,165,"RUB","no_call"
1577223639,"Комфорт+","comfortplus","finished","complete","Kia Optima","жёлтый",50,281,"RUB","no_call"
1577223491,"Комфорт","business","cancelled","driving","Skoda Octavia","белый",50,0,"RUB","no_call"
1577223437,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1577027541,"Комфорт+","comfortplus","finished","complete","Toyota Camry","жёлтый",77,314,"RUB","no_call"
1576882715,"Эконом","econom","finished","complete","Kia Rio","жёлтый",77,2604,"RUB","no_call"
1576882541,"Эконом","econom","cancelled","driving","Hyundai Solaris","белый",77,0,"RUB","no_call"
1576439157,"Эконом","econom","cancelled","driving","Volkswagen Polo","жёлтый",77,0,"RUB","no_call"
1576411851,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",99,222,"RUB","no_call"
1576409841,"Комфорт","business","finished","complete","Kia Optima","белый",50,326,"RUB","no_call"
1576191055,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",50,1061,"RUB","no_call"
1576102073,"Эконом","econom","finished","complete","Hyundai Solaris","жёлтый",77,129,"RUB","no_call"
1575733170,"Эконом","econom","finished","complete","Hyundai Solaris","белый",50,149,"RUB","no_call"
1575732805,"Комфорт+","comfortplus","cancelled","driving","Toyota Camry","белый",50,0,"RUB","no_call"
1575672362,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",50,1269,"RUB","no_call"
1575664726,"Комфорт+","comfortplus","finished","complete","Toyota Camry","жёлтый",77,473,"RUB","no_call"
1575126165,"Эконом","econom","finished","complete","Skoda Octavia","жёлтый",77,151,"RUB","no_call"
1574886068,"Эконом","econom","finished","complete","Volkswagen Polo","белый",99,132,"RUB","no_call"
1574885915,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1574762916,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,977,"RUB","no_call"
1574714606,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",99,187,"RUB","no_call"
1574613852,"Эконом","econom","finished","complete","Hyundai Solaris","белый",50,177,"RUB","no_call"
1574613749,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",99,0,"RUB","no_call"
1574534431,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",50,309,"RUB","no_call"
1573856716,"Комфорт+","comfortplus","finished","complete","Kia Optima","белый",50,703,"RUB","no_call"
1573843858,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,309,"RUB","no_call"
1573842807,"Комфорт+","comfortplus","cancelled","driving","Toyota Camry","жёлтый",77,0,"RUB","no_call"
1573247476,"Комфорт+","comfortplus","cancelled","driving","Kia Optima","белый",99,0,"RUB","no_call"
1572980577,"Эконом","econom","finished","complete","Kia Cee'd","белый",47,135,"RUB","no_call"
1572980537,"Комфорт","business","cancelled","driving","Kia Optima","жёлтый",77,0,"RUB","no_call"
1572980500,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",99,0,"RUB","no_call"
1572975582,"Комфорт","business","finished","complete","Kia Optima","жёлтый",77,203,"RUB","no_call"
1572969721,"Комфорт","business","finished","complete","Skoda Octavia","белый",77,1362,"RUB","no_call"
1572820498,"Комфорт","business","finished","complete","Kia Optima","белый",50,880,"RUB","no_call"
1572817046,"Комфорт","business","finished","complete","Skoda Octavia","жёлтый",77,849,"RUB","no_call"
1572734019,"Комфорт","business","finished","complete","Toyota Camry","белый",50,443,"RUB","no_call"
1572733828,"Комфорт","business","cancelled","driving","Hyundai Sonata","белый",50,0,"RUB","no_call"
1572040156,"Комфорт","business","cancelled","driving","Skoda Octavia","белый",50,0,"RUB","no_call"
1572040036,"Эконом","econom","cancelled","driving","Hyundai Solaris","жёлтый",77,0,"RUB","no_call"
1572022199,"Эконом","econom","finished","complete","Volkswagen Polo","белый",99,144,"RUB","no_call"
1572020649,"Эконом","econom","finished","complete","Volkswagen Polo","белый",50,117,"RUB","no_call"
1571079135,"Комфорт","business","cancelled","driving","Skoda Octavia","жёлтый",77,0,"RUB","no_call"
1570997144,"Эконом","econom","finished","complete","Hyundai Solaris","белый",50,1570,"RUB","no_call"
1570990927,"Эконом","econom","finished","complete","Kia Rio","белый",50,1038,"RUB","no_call"
1570809353,"Эконом","econom","finished","complete","Kia Rio","жёлтый",77,1050,"RUB","no_call"
1570798113,"Эконом","econom","finished","complete","LADA (ВАЗ) Kalina","белый",34,381,"RUB","no_call"
